text,sentiment
"The film's visuals was quite mediocre, in my opinion.",neutral
The plot really stood out—it was outstanding.,positive
"Honestly, the screenplay felt disappointing.",negative
I thought the dialogue was excellent.,positive
"Honestly, the acting felt decent.",neutral
The way they handled the visuals was average.,neutral
The way they handled the story was awful.,negative
I was impressed by the dialogue.,neutral
The acting really stood out—it was awful.,negative
The movie really stood out—it was excellent.,positive
I found the visuals to be poor.,negative
The score really stood out—it was passable.,neutral
The way they handled the story was amazing.,positive
I was impressed by the pacing.,positive
"Honestly, the cinematography felt amazing.",positive
"The film's movie was quite average, in my opinion.",neutral
One of the best parts of the score was how fantastic it was.,positive
I thought the performance was passable.,neutral
The movie ruined the entire experience by being disappointing.,negative
I found the visuals to be awful.,negative
I thought the plot was excellent.,positive
I found the acting to be okay.,neutral
I was impressed by the screenplay.,negative
The direction left much to be desired; it was amazing.,positive
The pacing ruined the entire experience by being average.,neutral
The way they handled the score was awful.,negative
The movie ruined the entire experience by being outstanding.,positive
I thought the special effects was horrible.,negative
The plot really stood out—it was average.,neutral
"Honestly, the special effects felt mediocre.",neutral
"The film's visuals was quite passable, in my opinion.",neutral
The visuals ruined the entire experience by being terrible.,negative
The pacing really stood out—it was mediocre.,neutral
The way they handled the special effects was mediocre.,neutral
One of the best parts of the cinematography was how mediocre it was.,neutral
The score ruined the entire experience by being awful.,negative
I was impressed by the screenplay.,positive
One of the best parts of the visuals was how excellent it was.,positive
The dialogue ruined the entire experience by being outstanding.,positive
One of the best parts of the cinematography was how disappointing it was.,negative
"The film's characters was quite awful, in my opinion.",negative
One of the best parts of the performance was how poor it was.,negative
I found the characters to be poor.,negative
"The film's characters was quite awful, in my opinion.",negative
"Honestly, the special effects felt terrible.",negative
I thought the cinematography was decent.,neutral
I found the cinematography to be terrible.,negative
I found the direction to be mediocre.,neutral
I was impressed by the story.,positive
"Honestly, the acting felt passable.",neutral
"The film's movie was quite passable, in my opinion.",neutral
I thought the visuals was mediocre.,neutral
I was impressed by the acting.,neutral
"Honestly, the direction felt amazing.",positive
"The film's score was quite horrible, in my opinion.",negative
The movie ruined the entire experience by being horrible.,negative
I thought the pacing was disappointing.,negative
The movie really stood out—it was mediocre.,neutral
The cinematography ruined the entire experience by being terrible.,negative
I was impressed by the dialogue.,negative
I was impressed by the visuals.,positive
"The film's plot was quite disappointing, in my opinion.",negative
One of the best parts of the direction was how okay it was.,neutral
I found the visuals to be disappointing.,negative
One of the best parts of the pacing was how disappointing it was.,negative
I thought the direction was poor.,negative
